Shoulder_Angle,Elbow_Angle,Hip_Angle,Knee_Angle,Ankle_Angle,Shoulder_Ground_Angle,Elbow_Ground_Angle,Hip_Ground_Angle,Knee_Ground_Angle,Ankle_Ground_Angle,Form_Label
-0.9821565329834171,-0.45273528364599275,0.47627417126821564,0.3219537467202118,-0.31546709881034013,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
-0.6882766121181325,-0.054853409503388184,0.5353265160106352,0.3518529299523401,-0.0855434082327067,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
-1.1404000919125814,-2.1280480298674758,-2.218088038999042,1.113354946992531,-1.5119774347393775,-2.802477390762764,-2.2473372466707695,-3.2502560485679344,-3.303899733106906,0.6448692565117528,0
0.47887682799780046,0.15945132442909685,0.46366980752518444,0.4687198085034508,0.6264893364001297,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
0.35032454295920634,-0.24006423762020532,0.2384790642441515,-1.518489306219447,-0.6312638821906064,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
-0.20384932186918026,0.3850943029200343,0.3989995426012506,0.39362875345897974,1.046549511293402,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
-0.5347010735803186,0.7096354235061829,0.35172595070628354,0.5969832325079942,0.838646929965348,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
1.17179866542569,-1.0181024735234427,-2.0164915866796846,0.17786992095497758,-1.1725090127717048,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
-1.1052831356697537,1.3471443667444638,-2.21427458499217,1.1243708672885837,-1.563304966564183,-3.06596047155998,2.556121035338731,0.5763191580924389,0.6194782582121611,-3.2675996719211997,0
-0.6229886835104346,-0.06546243787674016,0.47685468488879157,0.5184071396001868,0.12080432808789208,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
-0.4580817314566801,0.2010754946006236,0.4719166080479188,0.2222390871509686,-0.05794308168275359,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
-0.999992811449664,-0.07027018495468286,0.43999033731689524,0.5141389380968503,0.48877367288732176,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
0.1446393203777232,0.3910921886098587,0.4140069833410713,0.7228883279839298,0.12698779165321716,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
2.1819483905230386,1.435142627430466,-2.236768593474701,1.132518952071437,-1.5842101381749274,-2.50505787485341,3.0492534623873686,0.6766549006240375,0.6920241314914767,-3.145053355555073,0
-0.025632502062514176,0.4512934019628804,0.5541490591189716,0.6644438246608052,0.13959631760444602,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
-0.19100087829571885,0.3526207742364779,0.4345120033077868,0.46424602457898523,0.02464308323622738,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
-0.046824440633737814,0.7824787145560897,0.5047960667326056,0.7315983952660996,0.47435771656439074,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
-0.9412391196362725,-0.2892883832466113,0.40334329014484577,0.07695107364767315,-0.06079448474611261,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
-0.6435388472086543,-1.7803111896386228,0.5494147806437762,0.7134831110533998,-1.363127904485016,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
1.3745648923413705,0.0506612713821797,0.5385866553932586,0.6065437980279802,-1.1916691094253857,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
-0.08812851298103473,0.7567886777776356,0.35515056284469554,0.37334594108796165,0.24326820917712502,-0.0072920718311632795,0.008977807517718752,0.27481648051667157,0.26885709466254526,0.2728773554914532,1
